Date,Time,Soc,Speed,Mode,LAT,LON,ALT,GpsSpeed,Temperature,Humidity,Weather,WindSpeedAv,Traffic,SpeedLimit
6/30/2021,9:39:19,93.42,0,N,33.986145,-6.724951,151,0.2778,19.7,83,Clouds,0,0,40
6/30/2021,9:39:20,93.42,0,N,33.986145,-6.724951,151,0.2778,19.7,83,Clouds,0,0,40
6/30/2021,9:39:21,93.42,0,N,33.986145,-6.724951,151,0.2778,19.7,83,Clouds,0,0,40
6/30/2021,9:39:22,93.42,0,N,33.986145,-6.724951,151,0.2778,19.7,83,Clouds,0,0,40
6/30/2021,9:39:23,93.42,0,N,33.986145,-6.724951,151,0.2778,19.7,83,Clouds,0,0,40
6/30/2021,9:39:24,93.42,0,N,33.986145,-6.724951,151,0.2778,19.7,83,Clouds,0,0,40
6/30/2021,9:39:25,93.42,0,N,33.986145,-6.724951,151,0.2778,19.7,83,Clouds,0,0,40
6/30/2021,9:39:26,93.42,0,N,33.986145,-6.724951,151,0.2778,19.7,83,Clouds,0,0,40
6/30/2021,9:39:27,93.42,0,N,33.986145,-6.724951,151,0.2778,19.7,83,Clouds,0,0,40
6/30/2021,9:39:28,93.42,0,N,33.986145,-6.724951,151,0.2778,19.7,83,Clouds,0,0,40
6/30/2021,9:39:29,93.42,0,N,33.986137,-6.724939,151,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:30,93.42,0.44,N,33.986137,-6.724939,151,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:31,93.42,0.77,N,33.986137,-6.724939,151,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:32,93.42,0.88,N,33.986137,-6.724939,151,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:33,93.4,2.1,N,33.986137,-6.724939,151,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:34,93.4,2.22,N,33.986137,-6.724939,151,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:35,93.4,1.33,N,33.986137,-6.724939,151,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:36,93.4,0,N,33.986137,-6.724939,151,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:37,93.4,0,N,33.986137,-6.724939,151,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:38,93.4,0,N,33.986137,-6.724939,151,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:39,93.4,0,N,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:40,93.4,0,N,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:41,93.4,0,N,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:42,93.4,0,N,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:43,93.4,0,N,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:44,93.4,0,N,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:45,93.4,0,N,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:46,93.4,0,N,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:47,93.4,0,N,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:48,93.4,0.66,N,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:49,93.4,0.66,N,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:50,93.38,0.66,N,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:51,93.38,0.66,D,33.986153,-6.724891,159,0.03704,19.7,83,Clouds,0,0,40
6/30/2021,9:39:52,93.38,0.66,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:39:53,93.38,0.66,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:39:54,93.38,0.66,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:39:55,93.38,8.32,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:39:56,93.36,8.32,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:39:57,93.36,8.32,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:39:58,93.36,8.1,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:39:59,93.36,8.1,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:00,93.36,8.1,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:01,93.36,8.1,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:02,93.36,8.1,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:03,93.36,8.1,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:04,93.36,8.1,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:05,93.36,8.1,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:06,93.34,8.1,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:07,93.34,6.99,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:08,93.34,6.99,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:09,93.34,6.1,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:10,93.34,3.1,D,33.986134,-6.724896,159,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:11,93.34,3.1,D,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:12,93.34,3.1,D,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:13,93.34,3.1,D,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:14,93.34,3.1,D,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:15,93.34,3.1,D,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:16,93.34,3.1,N,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:17,93.34,0,N,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:18,93.34,0,N,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:19,93.34,0,N,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:20,93.34,0,N,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:21,93.34,0,N,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:22,93.34,0,N,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:23,93.34,0,N,33.986023,-6.725298,152,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:24,93.34,0,N,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:25,93.34,0,N,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:26,93.34,0,N,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:27,93.34,0,N,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:28,93.34,0,N,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:29,93.34,0,N,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:30,93.34,0,N,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:31,93.34,0,N,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:32,93.34,0,N,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:33,93.34,0,N,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:34,93.34,0,N,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:35,93.32,0,N,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:36,93.3,12.43,D,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:37,93.28,14.87,D,33.986042,-6.72535,145,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:38,93.28,16.42,D,33.986103,-6.72544,144,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:39,93.26,17.53,D,33.986103,-6.72544,144,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:40,93.26,18.31,D,33.986103,-6.72544,144,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:41,93.26,18.75,D,33.986103,-6.72544,144,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:42,93.26,18.98,D,33.986103,-6.72544,144,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:43,93.24,19.75,D,33.986103,-6.72544,144,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:44,93.24,20.53,D,33.986103,-6.72544,144,4.8152,19.7,83,Clouds,0,0,40
6/30/2021,9:40:45,92.9,20.86,D,33.987865,-6.727389,140,11.556479,19.7,83,Clouds,0,0,60
6/30/2021,9:40:46,92.9,20.86,D,33.987865,-6.727389,140,11.556479,19.7,83,Clouds,0,0,60
6/30/2021,9:40:47,92.88,20.97,D,33.987865,-6.727389,140,11.556479,19.7,83,Clouds,0,0,60
6/30/2021,9:40:48,92.88,22.08,D,33.987865,-6.727389,140,11.556479,19.7,83,Clouds,0,0,60
6/30/2021,9:40:49,92.86,23.64,D,33.987865,-6.727389,140,11.556479,19.7,83,Clouds,0,0,60
6/30/2021,9:40:50,92.84,27.41,D,33.986935,-6.728558,138,11.556479,19.7,83,Clouds,0,0,60
6/30/2021,9:40:51,92.82,28.41,D,33.986935,-6.728558,138,11.556479,19.7,83,Clouds,0,0,60
6/30/2021,9:40:52,92.8,30.52,D,33.986935,-6.728558,138,11.556479,19.7,83,Clouds,0,0,60
6/30/2021,9:40:53,92.78,30.52,D,33.986935,-6.728558,138,11.556479,19.7,83,Clouds,0,0,60
6/30/2021,9:40:54,92.76,30.52,D,33.986935,-6.728558,138,11.556479,19.7,83,Clouds,0,0,60
6/30/2021,9:40:55,92.74,30.52,D,33.986935,-6.728558,138,11.556479,19.7,83,Clouds,0,0,60
6/30/2021,9:40:56,92.72,30.52,D,33.986935,-6.728558,138,11.556479,19.7,83,Clouds,0,0,60
6/30/2021,9:40:57,92.7,30.52,D,33.986488,-6.728938,138,34.79908,19.7,83,Clouds,0,0,60
6/30/2021,9:40:58,92.7,30.52,D,33.986488,-6.728938,138,34.79908,19.7,83,Clouds,0,0,60
6/30/2021,9:40:59,92.68,30.52,D,33.986488,-6.728938,138,34.79908,19.7,83,Clouds,0,0,60
6/30/2021,9:41:00,92.66,30.52,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:01,92.66,30.52,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:02,92.66,30.52,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:03,92.64,30.52,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:04,92.64,30.52,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:05,92.62,30.52,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:06,92.6,30.52,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:07,92.58,30.52,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:08,92.56,30.52,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:09,92.56,37.4,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:10,92.54,37.4,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:11,92.52,37.4,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:12,92.52,38.96,D,33.986488,-6.728938,138,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:13,92.48,39.96,D,33.985291,-6.729927,141,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:14,92.46,39.96,D,33.985291,-6.729927,141,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:15,92.44,39.96,D,33.985291,-6.729927,141,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:16,92.42,42.06,D,33.985291,-6.729927,141,34.79908,19.6,83,Clouds,0,0,60
6/30/2021,9:41:17,92.4,42.06,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:18,92.4,42.06,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:19,92.36,42.06,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:20,92.34,42.06,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:21,92.32,42.06,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:22,92.3,42.06,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:23,92.28,42.06,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:24,92.28,42.06,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:25,92.28,42.06,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:26,92.26,42.06,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:27,92.24,42.62,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:28,92.24,42.62,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:29,92.22,42.62,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
6/30/2021,9:41:30,92.2,43.17,D,33.984959,-6.730217,141,42.132999,19.6,83,Clouds,0,0,60
